"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"EA_DDFC","N/D","SCS1","Deputy Director Financial Control","Manage and lead a national team to ensure consistency of financial management across the organisation and lead on the influencing of financial issues with Directors Team, Audit and Risk Committee, Defra and the National Audit Office. Lead on reporting to the Directors Team, providing excellent advice and support that responds to finance issues across the organisation. Lead on the development and adoption of simpler, fit for purpose management accounting policies, procedures, practices and tools, developing a right first time customer focussed ethos to support good financial management across the business. Ensure that budget production and in-year maintenance always accords to the funding that the Agency is due to receive. Manage charge and commercial income forecasting to include in the budgets. Communicate effectively with Shared Services Connected Ltd and Business Partners in Finance to provide a joined up finance support to the organisation.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Finance - Financial Control","08708506506","enquiries@environment-agency.gov.uk","EA_DCF","1192978","1.00","0","0","","Finance","","1"
"EA_DIMR","Caroline Douglass","SCS2","Director Incident Management and Resilience","Accountable for setting the overall strategy, vision and culture for the FCRM business. Demonstrate and drive Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency. Influences, advises and engages with external national stakeholders at the highest level (e.g. Department for Environment, Farming and Rural Affairs (DEFRA), Welsh Assembly Government (WAG), Cabinet Office, Local Government Associations, Natural England, National Trust, National Farmers Union, professional institutions and National Audit Office). Responsible for delivering specific FCRM and Incident Management outcomes in order to effectively manage flood and coastal risks, protect people and property and the environment.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Incident Management and Resilience","08708506506","enquiries@environment-agency.gov.uk","EA_EDFCRM","1027064","1.00","85000","89999","","Science and Engineering","","1"
"EA_DRI","Marie Fallon","SCS2","Director Regulated Industry","Accountable for regulation across the E&B business. This includes permitting, compliance monitoring and better regulation approaches designed to achieve objectives at lower cost. It provides the focal point for relationships with companies and trade bodies dealing with waste management, industrial production (such as cement and metals), combustion (such as waste to energy), energy generation and nuclear power. It is also the focal point for government departments dealing with regulation, waste, sustainable consumption and production, air quality and radioactive substances.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","293196","1.00","95000","99999","","Operational Delivery","","1"
"EA_DDRSIR","N/D","SCS1","Deputy Director Radioactive Substance and Installations Regulation","Improve the way the Environment Agency deals with applications about the use of radioactive material, the disposal of radioactive waste and the way that the Environment Agency assesses the compliance of those we regulate.  Build on better regulation approach by working with government, regulated industry and other interested parties to achieve environmental objectives at lower cost. This will be achieved by improving approaches to permitting, permit compliance, voluntary measures, via government- improved regulation and better, more customer-focused advice and guidance.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Radioactive Substance and Installations Regulation","08708506506","enquiries@environment-agency.gov.uk","EA_DRI","2268564","1.00","0","0","","Science and Engineering","","1"
"EA_DDSIESS","N/D","SCS1","Deputy Director Economics and Social Science","Responsible for leading a single nationally managed Operations Communications Services and for developing strong relationships with Operations Directors and Area Managers in order to deliver an effective communications service which reflects both national and local operational priorities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment - Economics and Social Science","08708506506","enquiries@environment-agency.gov.uk","EA_DSI","464785","1.00","0","0","","Economics","","1"
"EA_DDOC","N/D","SCS1","Deputy Director Operations Communications","Responsible for leading a single nationally managed Operations Communications Services and for developing strong relationships with Operations Directors and Area Managers in order to deliver an effective communications service which reflects both national and local operational priorities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Operations Communications","08708506506","enquiries@environment-agency.gov.uk","EA_DCA","3757702","1.00","0","0","","Communications","Inward secondment; Salary paid by EA - 100%","1"
"EA_DDHNL","N/D","SCS1","Deputy Director Hertfordshire and North London","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","08708506506","enquiries@environment-agency.gov.uk","EA_DSE","9325112","1.00","0","0","","Science and Engineering","","1"
"EA_DDAFNE","N/D","SCS1","Deputy Director Agriculture Fisheries and the Natural environment","Lead the agriculture, fisheries, biodiversity and geomorphology work of the Environment Agency to secure more resilient, diverse and valued aquatic wildlife and fisheries, bringing greater benefits for people. They will support the Head of Business for Water, Land and Biodiversity and act as a Head of Profession for Agriculture, Fisheries, Ecology, Biology and Geomorphology in the Environment Agency. They will develop advice and guidance for Environment Agency staff and others to further the achievement of environmental targets and standards ensuring that our powers of regulation and enforcement are used in a risk based, targeted and intelligent way to prevent harm and guide good practice. They will develop strategies for maximising income and ensuring efficient spend to deliver objectives and outcomes. Externally they will take the lead for the Environment Agency to advise and influence government (Defra) at a senior (Director and Deputy Director level), its agencies and those relevant environmental organisations to act in ways to best secure protection and improvement of wildlife and fisheries. They will work with a range of stakeholder groups to support relevant actions where these align with Environment Agency aims and objectives.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment","08708506506","enquiries@environment-agency.gov.uk","EA_DWLB","2466521","1.00","0","0","","Science and Engineering","","1"
"EA_DDRB","N/D","SCS1","Deputy Director River Basin Management Services","Responsible for the production and publishing of river basin plans and liaising with stakeholders. Influence at area and national level and at relevant business boards to deliver key corporate outcomes.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - River Basin","08708506506","enquiries@environment-agency.gov.uk","EA_DNSEB","2525603","1.00","0","0","","Operational Delivery","","1"
"EA_CEO","James Bevan","SCS3","Chief Executive Officer","Work with the Chair, the Board and Government departments to create a long term vision and strategy for the Agency, and effectively manage the organisation to ensure that the goals and objectives are met within the budgetary and other constraints imposed.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Chairman and Board","08708506506","enquiries@environment-agency.gov.uk","EA_Chair","6930209","1.00","185000","189999","","Operational Delivery","Inward secondment; Salary paid by EA - 100%","1"
"EA_Chair","Emma Howard Boyd","SCS3","Chair","The Chair  of the Environment Agency is appointed by the Department of Food and Rural Affairs (Defra) to lead the Environment Agency's work improving and protecting the environment.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Chairman and Board","08708506506","enquiries@environment-agency.gov.uk","xx","186320","0.60","165000","169999","","Operational Delivery","","1"
"EA_DDSP","Eliminated","SCS1","Deputy Director Sustainable Places","Lead and direct the Environment Agency's contribution to the spatial planning system and plan-led sustainable economic growth and development. Manage the key stakeholder relationships with senior counterparts in the Department for Communities and Local Government, Defra, Planning Inspectorate, Local Government Association and associated peer-leads in the Defra Agency family, business trade associations and other key account managers. Manage the Sustainable Places National Office team and additional staff associated with time-limited projects. Deliver the further evolution of Sustainable Places through improvement of internal processes, in particular customer-facing systems improvements, and support delivery in Operations with appropriate advice, guidance and tools. Maintain, improve and develop customer relationships with Operations - Area Managers, EPE Managers and Sustainable Places teams, and across Environment and Business and Flood and Coastal Risk Management Directorates.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Sustainable Places","N/A","enquiries@environment-agency.gov.uk","EA_DSBD","0","1.00","0","0","","Operational Delivery","","1"
"EA_DDFBG","Eliminated","SCS1","Deputy Director Fisheries Biodiversity and Geomorphology","Lead the fisheries, biodiversity and geomorphology work of the Environment Agency to secure more resilient, diverse and valued aquatic wildlife and fisheries, bringing greater benefits for people. Support the Head of Business for Land, Water and Biodiversity and act as a Head of Profession for Fisheries, Ecology, Biology and Geomorphology in the Environment Agency. Develop advice and guidance for Environment Agency staff and others to further the achievement of environmental targets and standards ensuring that the Environment Agency's powers of regulation and enforcement are used in a risk based, targeted and intelligent way to prevent harm and guide good practice. Develop strategies for maximising income and ensuring efficient spend to deliver objectives and outcomes. Externally take the lead for the Environment Agency to advise and influence government (Defra) at a senior (Director and Deputy Director) level, its agencies and those relevant environmental organisations to act in ways to best secure protection and improvement of wildlife and fisheries.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Fisheries Biodiversity and Geomorphology","N/A","enquiries@environment-agency.gov.uk","EA_DWLB","0","1.00","0","0","","Operational Delivery","","1"
"EA_DDSBR","Eliminated","SCS1","Deputy Director Site Based Regulation","Deal with permit issue, compliance and enforcement. Develop and maintain influential relationships with a wide range of customers on the regulation of major installations; chemical plants; industrial sectors such as cement; landfill sites; composting; anaerobic digestion; secondary metals; treatment; recovery; and hazardous waste storage.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Site Based Regulation","N/A","enquiries@environment-agency.gov.uk","EA_DRI","0","1.00","0","0","","Operational Delivery","","1"
"EA_DDBS","Eliminated","SCS1","Deputy Director Business Strategy","Provide strategic advice and analysis to the Executive Director of Environment and Business and leadership to a team of Business Managers and specialists in project delivery, innovation and improvement and systems support, to drive the performance and future direction of the E&B business. Provide evidence and analysis to shape the future direction of E&B business. Provide leadership on portfolio, project and programme excellence for the E&B business and drive efficiency and consistency in systems design and support. Lead a change, innovation and improvement team that will drive improvement across the E&B business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Business Strategy","N/A","enquiries@environment-agency.gov.uk","EA_DWLB","0","0.81","0","0","","Operational Delivery","","1"
"EA_DDO","Eliminated","SCS2","Deputy Director Operations","Deliver a strategy and business case which provides a sound basis for future charging, including options for future regulatory intervention and a simplified and transparent delivery model.  Effective relationships, internally with Executive Directors Team and externally with Defra,  Her Majesty's Treasury (HMT) and major trade bodies are key to this.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business","N/A","enquiries@environment-agency.gov.uk","EA_EDEB","0","1.00","85000","89999","","Operational Delivery","","1"
"EA_DDCF","Eliminated","SCS1","Deputy Director Corporate Finance","Establish, develop and lead the 1B1S Service Centre, maintaining the Oracle e-Business Suite and supporting its users. Lead on the delivery of the Agency's Single Operating Platform project.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Finance - Management","N/A","enquiries@environment-agency.gov.uk","EA_DCF","0","1.00","0","0","","Information Technology","","1"
"EA_DDWFD","Eliminated","SCS1","Deputy Director Water Framework Directive","Ensure that the Water Framework Directive (WFD) is implemented in all Regions and Head Office in a way that optimises the benefits to the business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Framework Directive","N/A","enquiries@environment-agency.gov.uk","EA_DWLB","0","1.00","0","0","","Operational Delivery","","1"
"EA_DDHROED","Vacant","SCS1","Deputy Director Human Resources Organisational Effectiveness and Development","Ensure the Environment Agency has in place the right structure and that the Environment Agency's people have the right skills to be in place at the right time to deliver the Environment Agency's Corporate outcomes now and in the future. Provide strategic leadership on corporate organisational development, including development of relevant strategies and policies and to ensure that the associated outcomes and targets are understood by the business and incorporated into operations. Lead the Learning and Development and Talent Development functions for the organisation. Lead on development of a Shared Learning agenda with the wider Defra network on behalf of the Environment Agency. Work with the HR Leadership team to ensure that the Environment Agency's Diversity outcomes and targets are met.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Human Resources - Human Resources Organisational Effectiveness and Development","N/A","enquiries@environment-agency.gov.uk","EA_DHR","0","1.00","0","0","","Human Resources","","1"
"EA_DDAM","Vacant","SCS1","Deputy Director Asset Management","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations","N/A","enquiries@environment-agency.gov.uk","EA_EDO","0","1.00","0","0","","Science and Engineering","","1"
